Immagine,R2 URL,Prodotto ID,Prodotto Nome,SKU,Match Type,Confidence
"ASPIRACENERE A&D CERVINO.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/aspiracenere-a-d-cervino.jpg","","","","unmatched","none"
"bidone-aspiracenere-800w-18lt-tubo-in-acciaio-stufa-pellet-camino-casa-ad5123-P-276869-865864_1.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/bidone-aspiracenere-800w-18lt-tubo-in-acciaio-stufa-pellet-camino-casa-ad5123-p-276869-865864-1.jpg","","","","unmatched","none"
"bidone-aspiracenere-800w-18lt-tubo-in-acciaio-stufa-pellet-camino-casa-ad5123-P-276869-865864_2.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/bidone-aspiracenere-800w-18lt-tubo-in-acciaio-stufa-pellet-camino-casa-ad5123-p-276869-865864-2.jpg","","","","unmatched","none"
"bidone-aspiracenere-800w-18lt-tubo-in-acciaio-stufa-pellet-camino-casa-ad5123-P-276869-865864_3.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/bidone-aspiracenere-800w-18lt-tubo-in-acciaio-stufa-pellet-camino-casa-ad5123-p-276869-865864-3.jpg","","","","unmatched","none"
"Flangia aspirazione Cerino-Prezzemolo 2.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/flangia-aspirazione-cerino-prezzemolo-2.jpg","","","","unmatched","none"
"Flangia aspirazione Cerino-Prezzemolo.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/flangia-aspirazione-cerino-prezzemolo.jpg","","","","unmatched","none"
"GOPR0034 (2).JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0034-2.jpg","","","","unmatched","none"
"GOPR0035 (2).JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0035-2.jpg","","","","unmatched","none"
"GOPR0042 (2).JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0042-2.jpg","","","","unmatched","none"
"GOPR0045.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0045.jpg","","","","unmatched","none"
"GOPR0059.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0059.jpg","","","","unmatched","none"
"GOPR0078.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0078.jpg","","","","unmatched","none"
"GOPR0173_1571391072955_high.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0173-1571391072955-high.jpg","","","","unmatched","none"
"GOPR0174_1571391072955_high.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0174-1571391072955-high.jpg","","","","unmatched","none"
"GOPR0175_1571391072955_high.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/gopr0175-1571391072955-high.jpg","","","","unmatched","none"
"WhatsApp Image 2018-01-10 at 09.36.44.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/whatsapp-image-2018-01-10-at-09-36-44.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-29 at 09.25.55 (2).jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/whatsapp-image-2019-05-29-at-09-25-55-2.jpeg","","","","unmatched","none"
"WhatsApp Image 2019-05-29 at 11.03.48 (2).jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/whatsapp-image-2019-05-29-at-11-03-48-2.jpeg","","","","unmatched","none"
"Wi fi modul.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/wi-fi-modul.jpg","","","","unmatched","none"
"wifi duepi 2.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/wifi-duepi-2.jpeg","177","MODULO WIFI DUEPI","NULL","name-partial","low"
"wifi duepi.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/accessori/wifi-duepi.jpeg","177","MODULO WIFI DUEPI","NULL","name-partial","low"
"1.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/1.jpeg","","","","unmatched","none"
"2.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/2.jpeg","","","","unmatched","none"
"20200727_095229.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/20200727-095229.jpg","","","","unmatched","none"
"20231122_105152.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/20231122-105152.jpg","","","","unmatched","none"
"20231122_105203.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/20231122-105203.jpg","","","","unmatched","none"
"20260303_104311.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/20260303-104311.jpg","","","","unmatched","none"
"20260303_104316.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/20260303-104316.jpg","","","","unmatched","none"
"20260303_104320.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/20260303-104320.jpg","","","","unmatched","none"
"20260303_104326.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/20260303-104326.jpg","","","","unmatched","none"
"257.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/257.jpg","","","","unmatched","none"
"3.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/3.jpeg","","","","unmatched","none"
"35befe37-bf5d-4303-aef7-97fec7f2fd64.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/35befe37-bf5d-4303-aef7-97fec7f2fd64.jpg","","","","unmatched","none"
"362 (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/362-2.jpg","","","","unmatched","none"
"362.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/362.jpg","","","","unmatched","none"
"364 (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/364-2.jpg","","","","unmatched","none"
"364.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/364.jpg","","","","unmatched","none"
"365.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/365.jpg","","","","unmatched","none"
"434.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/434.jpg","","","","unmatched","none"
"44.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/44.jpeg","","","","unmatched","none"
"50f42281-c126-42c0-a758-8a01e019a872.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/50f42281-c126-42c0-a758-8a01e019a872.jpg","","","","unmatched","none"
"62.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/62.jpeg","","","","unmatched","none"
"64163bb5-8ea5-428e-83b8-e8d4a6585d2b.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/64163bb5-8ea5-428e-83b8-e8d4a6585d2b.jpg","","","","unmatched","none"
"715665a9-354d-4960-901e-cb01f1e8362e.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/715665a9-354d-4960-901e-cb01f1e8362e.jpg","","","","unmatched","none"
"77.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/77.jpg","","","","unmatched","none"
"7b3ffc43-36c0-4442-ba4e-2eff2d9a3540.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/7b3ffc43-36c0-4442-ba4e-2eff2d9a3540.jpg","","","","unmatched","none"
"8dbdf62f-36b9-4191-8beb-5a9a13c5b975.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/8dbdf62f-36b9-4191-8beb-5a9a13c5b975.jpg","","","","unmatched","none"
"9013159800-1.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/9013159800-1.jpeg","","","","unmatched","none"
"9013159800.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/9013159800.jpeg","","","","unmatched","none"
"91f0045c-948a-431d-91f2-607f58e26498.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/91f0045c-948a-431d-91f2-607f58e26498.jpg","","","","unmatched","none"
"a3a22d8b-5f81-4a00-a1d2-06e63dda0ac8 (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/a3a22d8b-5f81-4a00-a1d2-06e63dda0ac8-2.jpg","","","","unmatched","none"
"a3a22d8b-5f81-4a00-a1d2-06e63dda0ac8.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/a3a22d8b-5f81-4a00-a1d2-06e63dda0ac8.jpg","","","","unmatched","none"
"BRACIERE 11-13KW INOX 2.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-11-13kw-inox-2.jpg","","","","unmatched","none"
"BRACIERE 11-13KW INOX 3.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-11-13kw-inox-3.jpg","","","","unmatched","none"
"BRACIERE 11-13KW INOX.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-11-13kw-inox.jpg","","","","unmatched","none"
"BRACIERE 4KW 2.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-4kw-2.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 4KW 3.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-4kw-3.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 6 KW 2.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-6-kw-2.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 6 KW 3.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-6-kw-3.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 6 KW 5.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-6-kw-5.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 6 KW.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-6-kw.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 6 KW4.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-6-kw4.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 8 (9) KW 2.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-8-9-kw-2.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 8 (9) KW 3.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-8-9-kw-3.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 8 (9) KW 4.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-8-9-kw-4.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 8 (9) KW.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-8-9-kw.jpeg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE 9KW SLIM 3.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-9kw-slim-3.jpg","","","","unmatched","none"
"BRACIERE 9KW SLIM.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-9kw-slim.jpg","","","","unmatched","none"
"Braciere Adler-Ecotek-Campbel 2.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-adler-ecotek-campbel-2.jpg","","","","unmatched","none"
"Braciere Adler-Ecotek-Campbel 3.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-adler-ecotek-campbel-3.jpg","","","","unmatched","none"
"Braciere Adler-Ecotek-Campbel.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-adler-ecotek-campbel.jpg","","","","unmatched","none"
"BRACIERE ANDREA-TOMMY NEW.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-andrea-tommy-new.jpg","","","","unmatched","none"
"BRACIERE COMPLETO STUFE 6-7-8KW ANITA-EDDY-ANNA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-completo-stufe-6-7-8kw-anita-eddy-anna.jpg","40","BRACIERE COMPLETO STUFE 6-7-8KW ANITA-EDDY-ANNA","NULL","name-exact","high"
"BRACIERE IN GHISA (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-in-ghisa-2.jpg","175","BRACIERE IN GHISA ","NULL","name-exact","high"
"BRACIERE IN GHISA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-in-ghisa.jpg","175","BRACIERE IN GHISA ","NULL","name-exact","high"
"BRACIERE STUFE 8-11 KW.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-stufe-8-11-kw.jpg","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"BRACIERE SUSY-PERLA-CATRIA EVACALOR (2).jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-susy-perla-catria-evacalor-2.jpg","56","BRACIERE SUSY-PERLA 7,5 KW EVACALOR","NULL","name-partial","medium"
"BRACIERE SUSY-PERLA-CATRIA EVACALOR.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/braciere-susy-perla-catria-evacalor.jpg","56","BRACIERE SUSY-PERLA 7,5 KW EVACALOR","NULL","name-partial","medium"
"d3ac78a4-de77-40d3-9d0e-7dfa280d89c1.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/d3ac78a4-de77-40d3-9d0e-7dfa280d89c1.jpg","","","","unmatched","none"
"f0c03a5e-bc79-48b9-b785-90b78e6311a4.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/f0c03a5e-bc79-48b9-b785-90b78e6311a4.jpg","","","","unmatched","none"
"FONDO CAMERA COMBUSTIONE.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/fondo-camera-combustione.jpg","","","","unmatched","none"
"GOPR0065.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0065.jpg","","","","unmatched","none"
"GOPR0067.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0067.jpg","","","","unmatched","none"
"GOPR0083.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0083.jpg","","","","unmatched","none"
"GOPR0085.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0085.jpg","","","","unmatched","none"
"GOPR0086.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0086.jpg","","","","unmatched","none"
"GOPR0088.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0088.jpg","","","","unmatched","none"
"GOPR0135.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0135.jpg","","","","unmatched","none"
"GOPR0137.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0137.jpg","","","","unmatched","none"
"GOPR0138.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0138.jpg","","","","unmatched","none"
"GOPR0141.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0141.jpg","","","","unmatched","none"
"GOPR0142.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0142.jpg","","","","unmatched","none"
"GOPR0143.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0143.jpg","","","","unmatched","none"
"GOPR0145.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0145.jpg","","","","unmatched","none"
"GOPR0153.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0153.jpg","","","","unmatched","none"
"GOPR0154.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0154.jpg","","","","unmatched","none"
"GOPR0157.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0157.jpg","","","","unmatched","none"
"GOPR0158.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0158.jpg","","","","unmatched","none"
"GOPR0160.JPG","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/gopr0160.jpg","","","","unmatched","none"
"GRIGLIA ACCIAO BRACIERE.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/griglia-acciao-braciere.jpg","41","GRIGLIA ACCIAO BRACIERE","NULL","name-exact","high"
"Misure Braciere 2.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/misure-braciere-2.png","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"Misure Braciere.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/misure-braciere.png","175","BRACIERE IN GHISA ","NULL","name-partial","low"
"PARAFIAMMA HYDRO 2.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/parafiamma-hydro-2.jpeg","98","PARAFIAMMA STUFE HYDRO","NULL","name-partial","low"
"PARAFIAMMA HYDRO.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/parafiamma-hydro.jpeg","98","PARAFIAMMA STUFE HYDRO","NULL","name-partial","low"
"parete idro lam..jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/parete-idro-lam.jpg","","","","unmatched","none"
"product_mini_87_1.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/product-mini-87-1.jpg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.24.53.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-24-53.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.24.55.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-24-55.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.24.57.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-24-57.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.24.58.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-24-58.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.25.01.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-25-01.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.25.02.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-25-02.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.25.03.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-25-03.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 16.25.04.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/bracieri-camere-combustione/whatsapp-image-2017-07-06-at-16-25-04.jpeg","","","","unmatched","none"
